Job_Title,Job Title Full,Job Position Level,Years of Experience,Job_Skills,Job Location,Company Industry,Company Size
software engineer,fullstack software engineer,entry level,3,"['fullstack', 'frontend', 'node.js', 'javascript', 'coding', 'backend', 'graphql']","dallas, tx15",nan,
data scientist,data governance/data scientist,mid-senior level,4,"['sql', 'python', 'r']","san francisco, ca6",nan,
data engineer,data engineer,entry level,1,"['warehousing', 'tableau', 'agile', 'java', 'powerbi', 'amazon web services', 'scala', 'sql', 'hadoop', 'postgresql', 'snowflake', 'spark', 'cloud computing', 'database', 'google cloud platform', 'python', 'amazon redshift', 'etl']","san francisco, ca52",nan,
data analyst,data analyst (remote,entry level,3,"['coding', 'powerbi', 'sql', 'tableau']","new york, ny26",nan,
data engineer,senior data engineer,associate,3,"['looker', 'microsoft azure', 'amazon web services', 'cloud computing', 'microsoft', 'google cloud platform', 'amazon redshift']","pittsburgh, pa",nan,
software engineer,software engineer,entry level,0,"['agile', 'java', 'backend', 'saas', 'scrum', 'programming', 'spark', 'cloud computing', 'database', 'docker', 'postgresql']","boston, ma45",nan,
software engineer,senior java software engineer,associate,3,"['mysql', 'spark', 'agile', 'oracle', 'backend', 'java', 'artificial intelligence', 'go', 'programming', 'cloud computing', 'database', 'mongodb', 'r', 'no-sql']","new york, ny1",nan,
product manager,product manager,entry level,3,['agile'],"new orleans, la3",nan,
data analyst,business data analyst- remote,mid-senior level,10,"['ssrs', 'sql', 'excel']","san diego, ca19",nan,
business analyst,business analyst remote,associate,3,[],"saint louis, missouri, united states37",nan,
software engineer,senior software engineer,associate,5,"['amazon web services', 'go', 'linux', 'ios', 'ci-cd']","seattle, wa",nan,
data engineer,senior data engineer,mid-senior level,9,"['cloud computing', 'microsoft azure', 'amazon web services']","carrollton, tx",nan,
software engineer,senior software engineer- provisioning automation,mid-senior level,5,"['xml', 'agile', 'java', 'backend', 'amazon web services', 'javascript', 'json', 'programming', 'cloud computing', 'devops', 'excel']","austin, tx",nan,
ux researcher,"lead ux researcher, financial services team",mid-senior level,3,"['terminal', 'programming', 'agile']","san francisco, ca3",nan,
developer,mobile ios developer *** direct end client *** 100% remote ***,entry level,2,"['javascript', 'ios', 'machine learning', 'programming', 'backend', 'swift', 'graphql']",united states1,nan,
software engineer,"senior software engineer, backend lead",mid-senior level,7,"['java', 'backend', 'python', 'ci-cd']","boulder, co2",nan,
ux researcher,lead ux researcher,mid-senior level,9,['cloud computing'],united states8,nan,
software engineer,"senior software engineer, platform",mid-senior level,9,"['devops', 'amazon web services', 'go', 'linux', 'programming', 'cloud computing', 'docker', 'python']","new york, ny1",nan,
data engineer,lead data engineer,mid-senior level,3,"['warehousing', 'excel', 'docker', 'amazon web services', 'apache airflow', 'machine learning', 'programming', 'cloud computing', 'ai/ml', 'snowflake', 'python', 'amazon redshift', 'no-sql']",united states,nan,
software engineer,software engineer,entry level,1,['postgresql'],"seattle, wa",nan,
software engineer,"software engineer, platform",mid-senior level,5,"['devops', 'amazon web services', 'go', 'linux', 'programming', 'cloud computing', 'docker', 'python']","seattle, wa14",nan,
solutions engineer,solutions engineer,mid-senior level,5,"['mysql', 'amazon web services', 'artificial intelligence', 'saas', 'cloud computing', 'python', 'postgresql']",kansas city metropolitan area,nan,
software engineer,software engineer,mid-senior level,7,"['nodejs', 'backend', 'node.js', 'postgresql']",united states37,nan,
software engineer,senior software engineer,associate,5,"['devops', 'git', 'agile', 'java', 'amazon web services', 'sql', 'saas', 'scrum', 'linux', 'json', 'docker', 'no-sql']",united states2,nan,
software engineer,software engineer,entry level,1,"['scala', 'java', 'go', 'kotlin', 'ios', 'machine learning', 'database']","san francisco, ca76",nan,
software engineer,staff software engineer,mid-senior level,3,"['cloud computing', 'datalake', 'java', 'amazon web services', 'agile', 'iot']",united states3,nan,
software engineer,senior software engineer,associate,4,"['agile', 'java', 'sql', 'saas', 'server', 'programming', 'database', 'ci-cd', 'postgresql']","sharonville, oh2",nan,
data analyst,senior data analyst,mid-senior level,6,"['powerbi', 'sap', 'sql', 'ssrs', 'python']","charlotte, nc44",nan,
software engineer,"full stack software engineer golang, javascript, typescript",mid-senior level,1,"['css', 'go', 'javascript', 'linux', 'iot', 'database']","philadelphia, pa",nan,
data scientist,data scientist,mid-senior level,0,[],"provo, ut",nan,
product owner,product owner,director,10,"['jira software', 'agile', 'amazon web services', 'saas', 'scrum', 'cloud computing']","fullerton, ca21",nan,
data scientist,"senior data scientist, handwriting recognition",associate,3,"['tensorflow', 'pytorch', 'java', 'sql', 'machine learning', 'programming', 'machine learning', 'database', 'python']","san francisco, ca7",nan,
data analyst,business data analyst,associate,3,"['powerpoint', 'excel']",united states33,nan,
data analyst,entry level data analyst position,entry level,0,"['programming', 'excel', 'python', 'tableau']",united states,nan,
business intelligence analyst,business intelligence analyst,mid-senior level,7,"['sql', 'alteryx', 'server', 'tableau', 'excel']","pleasanton, ca130",nan,
developer,mulesoft developer,mid-senior level,4,"['xml', 'oracle', 'jse/jee', 'iot', 'microsoft', 'ibm']","cincinnati, oh",nan,
software engineer,remote software engineer,entry level,1,"['css', 'asp.net', 'sql', 'javascript', 'html', 'server', 'cloud computing', 'database', 'coding', 'microsoft', 'excel']","mansfield, ma21",nan,
data scientist,data scientist,mid-senior level,7,[],"high point, nc2",nan,
data scientist,data scientist,entry level,2,"['powerbi', 'microsoft azure', 'agile', 'sql', 'tableau', 'cloud computing', 'snowflake', 'python', 'r']","medina, mn18",nan,
software engineer,full stack software engineer,mid-senior level,2,"['git', 'amazon web services', 'agile', 'artificial intelligence', 'javascript', 'linux', 'machine learning', 'programming', 'cloud computing', 'database', 'datarobot', 'backend', 'python', 'no-sql']","florida, united states",nan,
software development engineer,remote software development engineer,entry level,1,"['github', 'scala', 'git', 'java', 'amazon web services', 'agile', 'programming', 'cloud computing', 'backend', 'backend', 'graphql']","nashville, tn1",nan,
software engineer,software engineer ii,mid-senior level,4,"['mysql', 'agile', 'node.js', 'javascript', 'scrum', 'linux', 'cloud computing', 'mongodb', 'no-sql']","san diego, ca9",nan,
data engineer,senior data engineer,mid-senior level,4,"['cloud computing', 'microsoft azure', 'amazon web services']","ann arbor, mi",nan,
software development engineer,software development engineer ii,mid-senior level,6,"['amazon web services', 'sql', 'scrum', 'bash', 'python', 'postgresql', 'nodejs', 'java', 'c++', 'server', 'cloud computing', 'git', 'programming', 'docker', 'etl', 'warehousing', 'agile', 'oracle', 'linux', 'database', 'devops']","allen, tx1",nan,
product manager,senior data science product manager,mid-senior level,7,"['datalake', 'artificial intelligence', 'sql', 'html', 'machine learning']",united states1,nan,
system engineer,aws system engineer- 100% remote,entry level,2,"['powershell', 'devops', 'git', 'amazon web services', 'agile', 'saas', 'linux', 'server', 'cloud computing', 'docker', 'splunk', 'python']",united states42,nan,
software engineer,senior software engineer,associate,4,"['docker', 'java', 'amazon web services', 'frontend', 'go', 'c++', 'programming', 'backend']","portland, or",computer software,"1,001-5,000 employees"
software engineer,senior software engineer,associate,5,"['docker', 'java', 'amazon web services', 'frontend', 'go', 'c++', 'programming', 'backend']","austin, tx",nan,
software engineer,software engineer,mid-senior level,6,"['mysql', 'agile', 'java', 'no-sql', 'sql', 'javascript', 'cloud computing', 'database', 'mongodb', 'postgresql']","virginia, united states",nan,
developer,swift developer,mid-senior level,1,[],"reno, nv",nan,
software development engineer,staff software development engineer in test,mid-senior level,7,"['cloud computing', 'docker', 'programming', 'git']","colorado springs, co1",nan,
software engineer,"software engineer, frontend, terraform cloud",entry level,3,"['microsoft azure', 'amazon web services', 'css', 'emberjs', 'frontend', 'javascript', 'saas', 'html', 'cloud computing', 'microsoft']","nashville, tn4",nan,
product manager,product manager,mid-senior level,4,[],"mountain view, ca12",nan,
data engineer,senior data engineer,mid-senior level,2,"['cloud computing', 'microsoft azure', 'amazon web services']","hartford, ct",nan,
software engineer,seniorfront end software engineer,associate,5,"['devops', 'microsoft azure', 'css', 'frontend', 'asp.net', 'go', 'javascript', 'linux', 'html', 'cloud computing', 'coding', 'ci-cd']","hartford, ct",nan,
developer,swift developer,mid-senior level,5,[],"englewood, co1",nan,
software engineer,software engineer intern,internship,0,"['powershell', 'github', 'git', 'java', 'sql', 'linux', 'javascript', 'programming', 'emberjs']","dallas, tx5",nan,
software engineer,"software engineer, core infrastructure",entry level,2,"['artificial intelligence', 'frontend', 'machine learning', 'cloud computing', 'backend']","mountain view, ca6",nan,
software engineer,remote software engineer,mid-senior level,6,['programming'],united states,staffing & recruiting,"1,001-5,000 employees"
product manager,product manager,associate,4,"['github', 'jira software', 'agile', 'artificial intelligence', 'sql', 'linux', 'javascript', 'saas', 'gitlab', 'linux', 'microsoft visio', 'cloud computing', 'microsoft', 'excel', 'ci-cd', 'graphql']","mason, oh6",nan,
data analyst,data analyst: covid-19 testing coordination,entry level,2,"['database', 'tableau']",united states3,nan,
data analyst,software engineer/data analyst,entry level,0,"['macros', 'spark', 'agile', 'oracle', 'java', 'sql', 'javascript', 'scrum', 'html', 'server', 'css', 'jquery', 'excel']",united states32,nan,
data engineer,senior data engineer,mid-senior level,7,"['amazon web services', 'artificial intelligence', 'sql', 'data_lakes', 'machine learning', 'docker', 'backend', 'python', 'ci-cd']","chicago, il2",nan,
software engineer,principal software engineer,associate,1,"['microsoft azure', 'java', 'amazon web services', 'sql', 'machine learning', 'bigquery', 'cloud computing', 'database', 'devops', 'google cloud platform', 'python', 'ci-cd']",united states2,nan,
developer,senior etl developer,associate,4,"['powerbi', 'microsoft azure', 'ssis', 'amazon web services', 'no-sql', 'sql', 'ssrs', 'sql', 'server', 'cloud computing', 'database', 'etl']","austin, tx18",nan,
software engineer,manager software engineer,mid-senior level,4,"['java', 'server']","san francisco, ca2",nan,
software engineer,"senior full stack software engineer, manufacturing information systems",associate,4,"['agile', 'amazon web services', 'sql', 'javascript', 'programming', 'css', 'database', 'ci-cd']","waltham, ma",nan,
software engineer,software engineer,associate,3,"['scrum', 'node.js', 'ci-cd', 'agile']","denver, co41",nan,
software engineer,software engineer,entry level,0,"['agile', 'asp.net', 'sql', 'jquery', 'javascript', 'html', 'server', 'programming', 'cloud computing', 'database']",united states8,nan,
data scientist,data scientist,mid-senior level,6,[],"springfield, ma",nan,
senior analyst,business messaging and presentation senior analyst,director,8,"['microsoft', 'powerpoint']",united states1,nan,
compensation analyst,senior sales compensation analyst,mid-senior level,4,"['oracle', 'sap', 'excel']","nebraska, united states",nan,
developer,sitecore developer,mid-senior level,10,"['agile', 'asp.net', 'scrum', 'programming', 'jquery', 'ajax', 'word']","manhattan, ny4",nan,
data engineer,gcp data engineer,mid-senior level,3,"['cloud computing', 'devops', 'google cloud platform']","dearborn, mi25",nan,
data scientist,data scientist,mid-senior level,2,"['microsoft azure', 'sql', 'jupyter notebook', 'machine learning', 'cloud computing', 'database', 'python']","seattle, wa22",nan,
systems analyst,"looking for business systems analyst in boston, massachusetts",associate,4,"['oracle', 'sql', 'saas', 'cloud computing', 'database']","boston, ma1",nan,
data scientist,data scientist,mid-senior level,7,[],"clearwater, fl",nan,
operations analyst,senior procurement operations analyst,mid-senior level,6,"['saas', 'gitlab', 'devops']","memphis, tn",nan,
product manager,google or adobe analytics product manager,mid-senior level,5,"['gdpr', 'tableau']","detroit, mi",nan,
business analyst,regional business analyst,associate,3,['microsoft'],"englewood, co3",nan,
business analyst,salesforce business analyst/functional consultant and must have salesforce certification,mid-senior level,11,['cloud computing'],"irving, tx33",nan,
data engineer,senior data engineer,mid-senior level,2,"['amazon web services', 'sql', 'kotlin', 'machine learning', 'google cloud platform', 'python', 'java', 'machine learning', 'cloud computing', 'microsoft azure', 'programming', 'spark', 'coding', 'scala', 'hadoop', 'data_lakes', 'rust', 'snowflake', 'no-sql']",united states10,nan,
software engineer,principal software engineer,associate,5,"['agile', 'git', 'java', 'sql', 'c++', 'javascript', 'kanban', 'coding', 'scrum', 'programming', 'cloud computing', 'database', 'devops', 'python', 'ci-cd']","atlanta, ga1",nan,
software developer,software developer,mid-senior level,8,"['docker', 'java', 'kotlin', 'server', 'backend']","sherman oaks, california, united states5",nan,
business analyst,business analyst,mid-senior level,7,[],united states65,nan,
product manager,product manager,mid-senior level,6,"['agile', 'sql', 'scrum', 'kanban', 'excel']",united states6,nan,
data infrastructure engineer,senior data infrastructure engineer,associate,4,"['github', 'warehousing', 'scala', 'amazon web services', 'sql', 'go', 'bash', 'linux', 'linux', 'spark', 'coding', 'snowflake', 'python', 'ci-cd']","new york, ny5",nan,
software engineer,"software engineer, full stack, terraform cloud",entry level,1,"['nodejs', 'microsoft azure', 'amazon web services', 'emberjs', 'frontend', 'go', 'saas', 'cloud computing', 'backend', 'microsoft', 'ruby']","omaha, ne2",nan,
software engineer,"software engineer, data infrastructure",mid-senior level,5,"['amazon web services', 'apache airflow', 'spark', 'machine learning', 'programming', 'machine learning', 'cloud computing']","chicago, il3",nan,
data scientist,"data scientist, people analytics",mid-senior level,4,"['sql', 'machine learning', 'programming', 'tableau', 'python', 'r']","boca raton, fl25",nan,
business system analyst,senior business system analyst,mid-senior level,4,"['powershell', 'agile', 'saas', 'scrum', 'devops']",united states6,nan,
business analyst,"business analyst with procurement domain, use case documentation, business analysis",mid-senior level,5,"['scrum', 'agile']","allendale, nj18",nan,
software engineer,software engineer,entry level,2,"['scala', 'ios', 'machine learning', 'machine learning', 'spark', 'database']","los angeles, ca",internet,"1,001-5,000 employees"
software engineer,"software engineer, docs platform",mid-senior level,4,"['node.js', 'javascript', 'database', 'mongodb', 'python']",united states8,nan,
software development engineer,senior software development engineer,mid-senior level,5,"['java', 'amazon web services', 'go', 'javascript', 'c++', 'linux', 'machine learning', 'programming']",united states3,nan,
developer,swift developer,mid-senior level,4,[],"glendale, ca",nan,
software engineer,"senior software engineer, supply chain applied research",mid-senior level,5,"['database', 'docker', 'sql', 'python']",united states2,nan,
software developer,angular software developer,entry level,2,"['backend', 'json']","seattle, wa1",nan,
business analyst,salesforce business analyst,associate,4,[],"richmond, va",nan,
data analyst,"senior data analyst, firm analytics-us remote eligible",mid-senior level,9,"['macros', 'xml', 'vba', 'oracle', 'sql', 'hadoop', 'sas', 'tableau', 'database', 'microsoft', 'spss', 'excel', 'r', 'no-sql']","phoenix, az2",nan,
sales analyst,senior sales analyst,associate,3,"['looker', 'sql', 'tableau', 'python', 'r', 'etl']","boise, id",nan,
software engineer,software engineer,entry level,2,"['microsoft azure', 'amazon web services', 'go', 'programming', 'cloud computing', 'microsoft']","miami, fl2",nan,
data scientist,data scientist,mid-senior level,7,[],"dallas, tx1",nan,
software engineer,senior software engineer,associate,6,"['java', 'amazon web services', 'go', 'kotlin', 'saas', 'coding', 'apache http server', 'cloud computing', 'backend', 'postgresql']",united states,nan,
data scientist,data scientist,mid-senior level,4,[],"sunnyvale, ca",nan,
product manager,"senior product manager, public sector",associate,4,"['cloud computing', 'artificial intelligence', 'machine learning']","new york, ny21",nan,
business intelligence analyst,senior business intelligence analyst,associate,3,"['looker', 'sql', 'qlik', 'tableau', 'snowflake', 'excel', 'amazon redshift']","chicago, il",nan,
software engineer,software engineer,entry level,3,"['redis', 'postgresql', 'agile', 'java', 'backend', 'css', 'amazon web services', 'javascript', 'saas', 'aurora', 'cloud computing', 'database', 'docker', 'mongodb', 'ci-cd', 'no-sql']",united states15,nan,
data engineer,senior data engineer,mid-senior level,3,"['cloud computing', 'microsoft azure', 'amazon web services']","san francisco, ca1",nan,
developer,remote::: sitecore developer,entry level,2,['javascript'],"phoenix, az",nan,
quality engineer,data quality engineer,entry level,0,"['warehousing', 'powerbi', 'sql', 'slack', 'snowflake']","seattle, wa",nan,
product analyst,"product analyst, ads",associate,3,"['sql', 'go', 'machine learning', 'bigquery', 'python']","san francisco, ca31",nan,
product analyst,product analyst,associate,4,"['looker', 'sql', 'spark', 'coding', 'python']",united states44,nan,
software engineer,"staff software engineer, fulfillment",associate,5,"['php', 'spark', 'agile', 'java', 'backend', 'css', 'sql', 'hadoop', 'javascript', 'apache http server', 'html', 'programming', 'spark', 'cloud computing', 'database', 'docker', 'python']",united states,nan,
software engineer,software engineer,mid-senior level,6,"['microsoft azure', 'jira software', 'agile', 'java', 'datadog', 'sql', 'jquery', 'javascript', 'saas', 'cloud computing', 'database', 'mongodb']","iowa, united states",nan,
software engineer,support software engineer,mid-senior level,6,"['redis', 'postgresql', 'amazon web services', 'saas', 'ruby']","sunnyvale, ca",nan,
product analyst,"senior product analyst, austin, tx or remote",associate,3,['go'],"austin, tx5",nan,
software engineer,"senior software engineer, fitness",associate,2,"['github', 'no-sql', 'sql', 'node.js', 'html', 'javascript', 'docker', 'ci-cd', 'graphql']","massachusetts, united states",nan,
software engineer,"cloud security software engineer, threat detection",entry level,3,"['iaas', 'microsoft azure', 'amazon web services', 'go', 'saas', 'linux', 'cloud computing', 'google cloud platform', 'python']","pittsburgh, pa2",nan,
compliance analyst,it compliance analyst,entry level,2,"['saas', 'gdpr', 'iaas']",united states22,nan,
software development engineer,senior software development engineer in test,mid-senior level,9,"['php', 'agile', 'java', 'javascript', 'swift', 'scrum', 'selenium', 'programming', 'coding', 'python', 'ci-cd']","austin, tx15",nan,
data engineer,data engineer,mid-senior level,5,"['php', 'oracle', 'amazon web services', 'apache airflow', 'sql', 'json', 'perl', 'apache http server', 'spark', 'cloud computing', 'snowflake', 'python', 'etl']","new york, united states12",nan,
software engineer,software engineer ii,mid-senior level,4,"['microsoft azure', 'git', 'agile', 'sql', 'json', 'programming', 'cloud computing', 'coding', 'microsoft', 'ci-cd']",charlotte metro,computer software,"1,001-5,000 employees"
data scientist,data scientist,mid-senior level,6,"['mysql', 'powerbi', 'microsoft azure', 'datalake', 'hadoop', 'machine learning', 'machine learning', 'spark', 'cloud computing', 'microsoft', 'matlab', 'python', 'r']","austin, texas metropolitan area24",nan,
business analyst,remote business analyst/scrum master,mid-senior level,4,['scrum'],united states92,nan,
software engineer,senior software engineer,associate,4,"['mysql', 'sql', 'sas', 'bash', 'python', 'r', 'postgresql', 'java', 'visual basic', 'go', 'server', 'pl/sql', 'sql', 'css', 'javascript', 'programming', 'mongodb', 'etl', 'oracle', 'html', 'database', 'ssis']","santa ana, ca2",nan,
software development engineer,"senior staff software development engineer in test, data security",mid-senior level,3,"['linux', 'programming', 'cloud computing', 'docker', 'python', 'ci-cd']","colorado springs, co2",nan,
software engineer,back-end software engineer,associate,3,"['postgresql', 'amazon web services', 'javascript', 'kotlin', 'ios', 'ruby', 'backend', 'swift', 'graphql']","boston, ma4",nan,
data scientist,senior data scientist,mid-senior level,4,"['artificial intelligence', 'nlp', 'machine learning', 'cloud computing', 'python', 'r']",united states18,nan,
software engineer,software engineer,entry level,3,"['microsoft azure', 'amazon web services', 'go', 'programming', 'cloud computing', 'microsoft', 'google cloud platform']","chicago, il",nan,
operations manager,operations manager,associate,4,[],"tampa, fl1",nan,
marketing analyst,marketing analyst,associate,4,"['looker', 'sql', 'saas', 'tableau', 'database', 'microsoft', 'python', 'r']","chicago, il20",nan,
business analyst,business analyst,mid-senior level,7,"['kanban', 'scrum', 'agile']",united states96,nan,
data scientist,lead data scientist,mid-senior level,11,"['scala', 'java', 'nlp', 'go', 'saas', 'machine learning', 'programming', 'machine learning', 'cloud computing', 'docker']","spokane, wa",nan,
software engineer,senior software engineer,mid-senior level,5,"['microsoft azure', 'paas', 'agile', 'sql', 'cloud computing', 'ci-cd']",united states,staffing & recruiting,1-10 employees
software engineer,software engineer,entry level,0,"['agile', 'backend', 'frontend', 'sas', 'ruby', 'devops', 'ci-cd', 'graphql']","san francisco, ca",nan,
developer,c#/.net developer,associate,4,"['asp.net', 'sql', 'server', 'ajax', 'ci-cd']","miami, fl5",nan,
product manager,senior product manager,associate,2,"['scrum', 'agile']","washington, dc6",nan,
data engineer,senior data engineer,mid-senior level,7,"['cloud computing', 'microsoft azure', 'amazon web services']","murfreesboro, tn",nan,
developer,swift developer,mid-senior level,5,[],"santa maria, ca",nan,
software engineer,"staff software engineer, checkout",mid-senior level,6,"['php', 'javascript', 'database', 'coding', 'backend']","brooklyn, ny1",nan,
financial analyst,senior financial analyst,associate,3,"['powerbi', 'looker', 'excel']",united states68,nan,
software engineer,front end software engineer,entry level,0,"['agile', 'amazon web services', 'css', 'javascript', 'html', 'ruby', 'vuejs']",united states31,nan,
devops engineer,"senior devops engineer, data platform",associate,4,"['powershell', 'redis', 'datalake', 'sql', 'hadoop', 'linux', 'apache http server', 'machine learning', 'spark', 'devops', 'python', 'no-sql']","sunnyvale, ca3",nan,
business analyst,"business analyst- speech analytics, work at home",associate,4,"['microsoft', 'excel']","irvine, ca18",nan,
software engineer,senior software engineer,associate,4,"['mysql', 'java', 'datadog', 'kotlin', 'json']","atlanta, ga",nan,
software engineer,"senior software engineer, backend, terraform cloud",associate,4,"['nodejs', 'microsoft azure', 'amazon web services', 'emberjs', 'frontend', 'go', 'saas', 'cloud computing', 'backend', 'microsoft', 'ruby']","milwaukee, wi",nan,
software development engineer,"software development engineer , trilogy",mid-senior level,3,"['cloud computing', 'coding', 'artificial intelligence', 'machine learning']","dallas, tx10",nan,
data scientist,data scientist,entry level,1,"['github', 'amazon web services', 'pandas', 'sql', 'jupyter notebook', 'machine learning', 'programming', 'spark', 'database', 'scikit-learn', 'python']",united states7,nan,
systems analyst,principal business systems analyst,mid-senior level,9,"['cloud computing', 'jira software', 'agile']","maryland, united states",nan,
data engineer,senior big data engineer,associate,4,"['powershell', 'devops', 'warehousing', 'microsoft azure', 'pyspark', 'amazon web services', 'apache airflow', 'linux', 'programming', 'cloud computing', 'coding', 'python', 'etl']","cedar rapids, ia",nan,
ux researcher,ux researcher,mid-senior level,3,['excel'],"lakewood, co",nan,
data engineer,"cloud data engineer, central",entry level,2,"['slack', 'warehousing', 'microsoft azure', 'datalake', 'java', 'amazon web services', 'go', 'apache http server', 'machine learning', 'bigquery', 'spark', 'cloud computing', 'rust', 'google cloud platform', 'python', 'amazon redshift']",united states14,nan,
ux researcher,ui/ux researcher,mid-senior level,5,[],"mclean, va",information technology & services,"1,001-5,000 employees"
developer,swift developer,mid-senior level,6,[],"orange, ca",nan,
business analyst,technical business analyst,associate,5,"['microsoft', 'agile']","madison, wi",biotechnology,"1,001-5,000 employees"
developer,swift developer,mid-senior level,4,[],"hillsboro, or1",nan,
software engineer,"software engineer, platform",mid-senior level,4,"['mysql', 'agile', 'git', 'sql', 'json', 'programming', 'database', 'backend', 'python', 'postgresql']",new york city metropolitan area18,nan,
machine learning engineer,senior machine learning engineer,mid-senior level,7,"['tensorflow', 'amazon web services', 'artificial intelligence', 'apache airflow', 'nlp', 'gitlab', 'machine learning', 'machine learning', 'spark', 'pyspark', 'docker', 'google cloud platform', 'python']","denver, co2",nan,
software development engineer,"senior staff software development engineer in test, data security",mid-senior level,9,"['linux', 'programming', 'cloud computing', 'docker', 'python', 'ci-cd']","los angeles, ca4",nan,
software engineer,senior software engineer,associate,3,"['microsoft azure', 'amazon web services', 'go', 'saas', 'programming', 'cloud computing', 'microsoft']","seattle, wa1",nan,
data engineer,lead data engineer,mid-senior level,6,"['scala', 'java', 'apache airflow', 'hadoop', 'spark', 'cloud computing', 'python', 'etl']","new york, ny2",nan,
software engineer,senior software engineer- firmware,associate,5,"['git', 'linux', 'iot', 'backend', 'ci-cd']",united states1,nan,
systems analyst,"senior business systems analyst, legal systems",mid-senior level,7,"['saas', 'scrum', 'jira software', 'tableau']","carpinteria, ca1",nan,
data architect,senior data architect/engineer,mid-senior level,4,"['warehousing', 'java', 'amazon web services', 'no-sql', 'sql', 'snowflake', 'cloud computing', 'database', 'coding', 'amazon redshift', 'python', 'ruby', 'etl']","san francisco, ca7",nan,
data analyst,marketing data analyst,mid-senior level,0,"['powerpoint', 'microsoft', 'excel']","morristown, nj24",nan,
business intelligence analyst,business intelligence analyst,mid-senior level,5,"['powerbi', 'microsoft azure', 'jira software', 'agile', 'amazon web services', 'powerbi', 'sql', 'sas', 'tableau', 'amazon redshift']",united states,staffing & recruiting,"1,001-5,000 employees"
software engineer,senior software engineer*,mid-senior level,4,"['devops', 'git', 'java', 'amazon web services', 'javascript', 'programming', 'cloud computing', 'docker', 'python', 'ci-cd']","hartford, ct2",nan,
data engineer,senior data engineer,mid-senior level,5,"['no-sql', 'mysql', 'warehousing', 'amazon web services', 'pandas', 'sql', 'numpy', 'programming', 'cloud computing', 'database', 'snowflake', 'python', 'amazon redshift', 'etl']","san bruno, ca",nan,
product manager,"product manager, automations",entry level,2,"['saas', 'microsoft', 'excel', 'agile']","chicago, il19",nan,
software engineer,senior full stack software engineer,mid-senior level,2,"['redis', 'docker', 'amazon web services', 'sql', 'go', 'c++', 'rust', 'ruby', 'backend', 'python', 'postgresql']","washington, united states",nan,
data engineer,senior data engineer,mid-senior level,6,"['cloud computing', 'microsoft azure', 'amazon web services']","meridian, id",nan,
software engineer,senior software engineer,associate,4,"['microsoft azure', 'amazon web services', 'go', 'programming', 'cloud computing', 'microsoft']","los angeles, ca",nan,
developer,swift developer,mid-senior level,5,[],"memphis, tn",nan,
senior compensation consultant,senior compensation consultant,associate,4,"['gdpr', 'excel', 'agile']","cambridge, ma1",nan,
data engineer,data engineer,mid-senior level,7,"['github', 'jira software', 'amazon web services', 'sql', 'apache http server', 'machine learning', 'python', 'java', 'machine learning', 'amazon redshift', 'powershell', 'microsoft azure', 'git', 'programming', 'spark', 'etl', 'scala', 'datalake', 'agile', 'powerbi', 'linux']","hartford county, ct30",nan,
software engineer,principal software engineer,mid-senior level,6,"['microsoft azure', 'java', 'css', 'javascript', 'scrum', 'apache http server', 'html', 'server', 'programming', 'cloud computing']","rhode island, united states",nan,
systems analyst,senior business systems analyst,associate,5,"['twilio', 'gdpr', 'github', 'microsoft azure', 'jira software', 'amazon web services', 'datadog', 'artificial intelligence', 'saas', 'cloud computing', 'docker', 'microsoft']","irvine, ca2",nan,
operations analyst,customer success operations analyst,entry level,3,"['twilio', 'go', 'saas', 'slack', 'excel']","chicago, il",nan,
software engineer,senior software engineer*,mid-senior level,7,"['devops', 'git', 'java', 'amazon web services', 'javascript', 'programming', 'cloud computing', 'docker', 'python', 'ci-cd']","providence, ri1",nan,
data engineer,senior python data engineer,associate,3,"['warehousing', 'ssis', 'powerbi', 'no-sql', 'sql', 'nlp', 'server', 'bigquery', 'machine learning', 'cloud computing', 'snowflake', 'python', 'amazon redshift', 'etl']",united states6,nan,
software engineer,"senior software engineer, devops",mid-senior level,7,"['powershell', 'github', 'microsoft azure', 'agile', 'amazon web services', 'asp.net', 'linux', 'ci-cd', 'kanban', 'cloud computing', 'devops', 'microsoft', 'python', 'ruby']","san jose, ca",nan,
business analyst,business analyst,associate,4,"['scrum', 'go', 'agile']","morristown, oh",nan,
software engineer,"software engineer, front end",entry level,3,"['backend', 'javascript', 'html', 'css', 'coding']","new york, ny48",nan,
software engineer,ruby software engineer,mid-senior level,6,"['github', 'redis', 'postgresql', 'git', 'amazon web services', 'javascript', 'saas', 'ruby']","irvine, ca2",nan,
product manager,google or adobe analytics product manager,mid-senior level,5,"['gdpr', 'tableau']","kansas city, ks",nan,
product manager,"senior product manager, trust, safety, and social impact",mid-senior level,8,[],"washington, united states3",nan,
software engineer,"senior software engineer, backend",mid-senior level,6,"['no-sql', 'spark']","st louis, mo3",nan,
business analyst,business analyst,mid-senior level,4,['cloud computing'],"massachusetts, united states16",nan,
business analyst,business analyst,mid-senior level,5,['go'],united states56,nan,
systems analyst,"business systems analyst, senior",associate,2,['database'],united states4,nan,
data engineer,data engineer qa,associate,6,"['mysql', 'amazon web services', 'hadoop', 'pl/sql', 'spark', 'database', 'python', 'etl']","san rafael, ca38",nan,
